date,firm,n,sd,source,FIPDLFI,IdV,LN,UdC,LADESTRA,PD,M5S,FdI,NCDUdC,SI,AP,MDP,LeU,E,I,NcI
10/2/06,EKMA,NA,NA,NA,28,3.5,6,4,,,,,,,,,,,,
10/13/06,EUROMEDIA,NA,NA,NA,29,2.3,4.7,5.2,,,,,,,,,,,,
11/14/06,EKMA,NA,NA,NA,28,3.5,6,6,,,,,,,,,,,,
11/20/06,UNICAB,NA,NA,NA,28.1,1.7,5,7.6,,,,,,,,,,,,
12/5/06,EKMA,NA,NA,NA,30,3,5,6,,,,,,,,,,,,
12/20/06,EUROMEDIA,NA,NA,NA,31.5,2.4,4.8,3.9,,,,,,,,,,,,
1/8/07,EUROMEDIA,NA,NA,NA,32.6,2.3,5.3,4.1,,,,,,,,,,,,
1/9/07,EKMA,NA,NA,NA,30,3.5,5,5.5,,,,,,,,,,,,
2/2/07,EKMA,NA,NA,NA,28,4,5,6,,,,,,,,,,,,
2/21/07,UNICAB,NA,NA,NA,29.3,2.8,4.3,7.2,,,,,,,,,,,,
3/2/07,EUROMEDIA,NA,NA,NA,33,2.4,5.1,4.8,,,,,,,,,,,,
3/2/07,EKMA,NA,NA,NA,28.5,4,5,7,,,,,,,,,,,,
3/29/07,IPR,NA,NA,NA,27,3,4.5,5.5,,,,,,,,,,,,
4/2/07,EKMA,NA,NA,NA,29.5,4.7,5,7.5,,,,,,,,,,,,
4/3/07,LORIEN,NA,NA,NA,28,2,5,6.4,,,,,,,,,,,,
4/9/07,SWG,1500,NA,NA,26,4,5.5,5.5,,,,,,,,,,,,
6/9/07,EUROMEDIA,NA,NA,NA,32,2.4,5.5,5.4,,,,,,,,,,,,
6/13/07,EKMA,NA,NA,NA,30,4.3,5.9,5.5,,,,,,,,,,,,
6/27/07,EURISKO,NA,NA,NA,26.3,2.7,5.7,6.6,,,,,,,,,,,,
7/5/07,EKMA,NA,NA,NA,30,3.9,6,5,,,,,,,,,,,,
9/10/07,EKMA,NA,NA,NA,30,4.2,5.7,3.5,,,,,,,,,,,,
9/13/07,EURISKO,NA,NA,NA,27,3.1,5,6.8,,,,,,,,,,,,
10/12/07,EKMA,NA,NA,NA,29,3.5,5,3.5,,,,,,,,,,,,
10/18/07,EURISKO,NA,NA,NA,26.8,3.2,4.5,6.4,,,,,,,,,,,,
10/21/07,SWG,NA,NA,NA,26.5,4,7,4.5,,,,,,,,,,,,
11/12/07,EKMA,NA,NA,NA,28.5,3,5,4.2,,,,,,,,,,,,
11/20/07,ISPO,NA,NA,NA,30,2.5,4.5,4.5,,,,,,,,,,,,
2/11/08,IPR,NA,NA,NA,38.25,3.75,6,8,2.5,29.5,,,,,,,,,,
2/12/08,ISPO,NA,NA,NA,40,4.5,5,6,,33,,,,,,,,,,
2/12/08,IPSOS,NA,NA,NA,40.2,3.8,5.9,6.6,1.6,34.8,,,,,,,,,,
2/13/08,SWG,1500,NA,NA,36.5,4.5,6.5,6,2.5,30.5,,,,,,,,,,
2/18/08,SWG,1500,NA,NA,37,4.25,5.5,7.5,1.75,32,,,,,,,,,,
2/18/08,IPSOS,NA,NA,NA,40,3.8,5.6,5.8,1.2,34,,,,,,,,,,
2/19/08,IPR,NA,NA,NA,38,3.5,6.5,7.5,3,31,,,,,,,,,,
2/19/08,Demoskopea,NA,NA,NA,40,2,4.5,7,,32.5,,,,,,,,,,
2/20/08,EURISKO,NA,NA,NA,40.5,3.4,4.5,7,1,35.6,,,,,,,,,,
2/22/08,EUROMEDIA,NA,NA,NA,40.6,3.5,5.6,5,1.2,32.9,,,,,,,,,,
2/24/08,Digis,NA,NA,NA,38.2,3.9,4.8,7.2,1.5,34.4,,,,,,,,,,
2/25/08,IPSOS,NA,NA,NA,39.4,4,5.5,6,1,34.5,,,,,,,,,,
2/26/08,Demoskopea,NA,NA,NA,39.5,2,4,7,2,34.5,,,,,,,,,,
2/27/08,Dinamiche,NA,NA,NA,38.5,3.5,5.5,5.5,2,33,,,,,,,,,,
2/27/08,Demopolis,NA,NA,NA,39,3.5,5,6,2,33.5,,,,,,,,,,
2/29/08,IPR,NA,NA,NA,38,4,4.5,7,2.5,32,,,,,,,,,,
3/1/08,EUROMEDIA,NA,NA,NA,40,3,5,5.7,2.2,32.4,,,,,,,,,,
3/1/08,Digis,NA,NA,NA,40.3,3.4,4.6,6.9,1.3,34.5,,,,,,,,,,
3/2/08,ISPO,NA,NA,NA,38.5,3,5.5,6.5,2.5,34.5,,,,,,,,,,
3/3/08,IPSOS,NA,NA,NA,38.9,4.1,5.3,6.3,1.8,33.7,,,,,,,,,,
3/4/08,Demoskopea,NA,NA,NA,40.5,2.5,4,7.5,2,33.5,,,,,,,,,,
3/6/08,IPR,NA,NA,NA,38.5,4,4.5,7,2,32.5,,,,,,,,,,
3/9/08,Digis,NA,NA,NA,41.1,3.3,4.6,7,1.5,33.4,,,,,,,,,,
3/10/08,ISPO,NA,NA,NA,39,3,4.5,5.5,3.5,33.5,,,,,,,,,,
3/10/08,IPSOS,NA,NA,NA,40,4.5,5.1,6,2.1,33.3,,,,,,,,,,
3/10/08,DEMOS,NA,NA,NA,39.3,4.5,5.5,6,1.9,34,,,,,,,,,,
3/11/08,Demoskopea,NA,NA,NA,40.5,2.5,4,7,2.5,33.5,,,,,,,,,,
3/12/08,Demopolis,NA,NA,NA,38,3.5,5,6.5,2.5,33.5,,,,,,,,,,
3/15/08,IPR,NA,NA,NA,38.5,3.5,4.5,6.5,2.5,33,,,,,,,,,,
3/16/08,IPSOS,NA,NA,NA,38.5,3,5.5,6.5,2.5,35,,,,,,,,,,
3/16/08,Digis,NA,NA,NA,40.4,3.7,4.1,6.9,1.6,34.5,,,,,,,,,,
3/17/08,Dinamiche,NA,NA,NA,37.9,3.7,5.6,6.1,2,33.2,,,,,,,,,,
3/18/08,Demoskopea,NA,NA,NA,40.5,2.5,5,6,2.5,34.5,,,,,,,,,,
3/21/08,ISPO,NA,NA,NA,39.5,3.5,4.5,5.5,1.5,35,,,,,,,,,,
3/21/08,Digis,NA,NA,NA,41,3.4,4.1,6,1.7,35,,,,,,,,,,
3/23/08,IPSOS,NA,NA,NA,39.6,4.4,4.9,6,2.1,33.9,,,,,,,,,,
3/25/08,Demoskopea,NA,NA,NA,40,2.5,5.5,6,2,35,,,,,,,,,,
3/26/08,DEMOS,NA,NA,NA,39.8,4.3,5.9,5.8,,34.8,,,,,,,,,,
3/27/08,Digis,NA,NA,NA,40.4,3.6,4.1,6.5,1.8,35,,,,,,,,,,
3/27/08,Demopolis,NA,NA,NA,38.5,3,4.5,6,2.5,35,,,,,,,,,,
4/14/08,POLITICHE 2008,NA,NA,NA,37.4,4.4,8.3,5.6,2.4,33.1,,,,,,,,,,
7/31/08,EUROMEDIA,NA,NA,NA,41.4,4.3,9,4.5,1.5,29.1,,,,,,,,,,
9/1/08,CRESPI,NA,NA,NA,42,8,9,4,2,28,,,,,,,,,,
9/2/08,CONSORTIUM,NA,NA,NA,42,6,9,4.5,1.5,31.5,,,,,,,,,,
9/4/08,Dinamiche,NA,NA,NA,39.6,8.2,9.1,5.6,1.9,28.7,,,,,,,,,,
9/6/08,EUROMEDIA,NA,NA,NA,42,4.5,9,4.7,1.6,28.1,,,,,,,,,,
9/15/08,CONSORTIUM,NA,NA,NA,42,5.5,9,5,1.5,32,,,,,,,,,,
9/20/08,Digis,NA,NA,NA,40.2,7.8,9.5,4.7,1.9,28,,,,,,,,,,
9/22/08,CONSORTIUM,NA,NA,NA,42,5.5,9,5,1.5,32,,,,,,,,,,
9/28/08,Digis,NA,NA,NA,40.7,7.7,9.3,4.9,1.8,28.2,,,,,,,,,,
9/29/08,CONSORTIUM,NA,NA,NA,42,6,9,5,,31,,,,,,,,,,
10/6/08,CONSORTIUM,NA,NA,NA,42.5,5,8.5,5,1.5,32,,,,,,,,,,
10/7/08,Digis,NA,NA,NA,40.5,7.2,9.2,5.2,2.2,29,,,,,,,,,,
10/8/08,Dinamiche,NA,NA,NA,39.8,9.1,9,5.1,1.6,28.2,,,,,,,,,,
10/12/08,EUROMEDIA,NA,NA,NA,42.7,5.4,9.4,4,1.2,28.8,,,,,,,,,,
10/13/08,CONSORTIUM,NA,NA,NA,41.5,5,9,5,1.5,32.5,,,,,,,,,,
10/20/08,CONSORTIUM,NA,NA,NA,42,5.5,8.5,5,1,33,,,,,,,,,,
10/21/08,EUROMEDIA,NA,NA,NA,40.1,5.7,9.5,3.8,1.4,29.8,,,,,,,,,,
10/27/08,CONSORTIUM,NA,NA,NA,41.5,5,9,5,1,32.5,,,,,,,,,,
11/3/08,CONSORTIUM,NA,NA,NA,42,5.5,8,4.5,,31.25,,,,,,,,,,
11/10/08,CONSORTIUM,NA,NA,NA,41,4.5,9,4.5,1.5,34,,,,,,,,,,
11/17/08,CONSORTIUM,NA,NA,NA,41,5,9.5,4.5,1.5,34,,,,,,,,,,
11/24/08,CONSORTIUM,NA,NA,NA,41,5,9.5,4.5,1.5,34,,,,,,,,,,
12/1/08,CONSORTIUM,NA,NA,NA,41.5,5,9.5,4.5,1,34,,,,,,,,,,
12/4/08,IPR,NA,NA,NA,39,7.8,7.5,4,1.5,28,,,,,,,,,,
12/7/08,CONSORTIUM,NA,NA,NA,42,5,9.5,4.5,1,33.5,,,,,,,,,,
12/12/08,IPSOS,NA,NA,NA,37.2,9.8,10.2,6.1,,27.1,,,,,,,,,,
12/18/08,DEMOS,NA,NA,NA,37.6,9.3,9.7,5.6,,27.5,,,,,,,,,,
12/19/08,CRESPI,NA,NA,NA,40,7.5,11.5,5,2,27.5,,,,,,,,,,
1/4/09,CONSORTIUM,NA,NA,NA,41,6.5,9.5,6,1.5,29.5,,,,,,,,,,
1/8/09,SWG,NA,NA,NA,38,8.5,8.5,4.5,2,24,,,,,,,,,,
1/12/09,IPSOS,NA,NA,NA,38.2,9.5,11.2,6,1,25,,,,,,,,,,
2/20/09,CRESPI,NA,NA,NA,42,8,10,6.2,2,21.8,,,,,,,,,,
2/22/09,IPSOS,NA,NA,NA,37.3,9.7,10.9,6.3,,24.3,,,,,,,,,,
2/23/09,Digis,NA,NA,NA,39.7,10,11.3,6,2,24,,,,,,,,,,
2/27/09,IPR,NA,NA,NA,36,8,9.5,8,2,22,,,,,,,,,,
2/28/09,EUROMEDIA,NA,NA,NA,42,7.5,10,5.9,,22,,,,,,,,,,
3/2/09,Digis,NA,NA,NA,39.5,9.5,11.3,6.5,1.5,23.5,,,,,,,,,,
3/3/09,CRESPI,NA,NA,NA,38.5,8,11,7,,23.5,,,,,,,,,,
3/15/09,IPSOS,NA,NA,NA,37.5,9.7,10.8,6.2,,25.3,,,,,,,,,,
3/22/09,DEMOS,NA,NA,NA,38.7,8.6,9.2,7,,26.2,,,,,,,,,,
3/23/09,Digis,NA,NA,NA,39.5,8.3,11,5.8,1.5,24.2,,,,,,,,,,
3/24/09,EUROMEDIA,NA,NA,NA,43.1,7.3,10.7,5,,22.4,,,,,,,,,,
4/10/09,Digis,NA,NA,NA,40.5,7.8,10.3,6,,25,,,,,,,,,,
4/18/09,Digis,NA,NA,NA,40,7.7,10.5,5.8,,25,,,,,,,,,,
4/20/09,IPSOS,NA,NA,NA,39.5,9.2,9.7,5.8,,26.2,,,,,,,,,,
4/22/09,CRESPI,NA,NA,NA,43,6,9,5,,24,,,,,,,,,,
4/26/09,TP,NA,NA,NA,39.8,5.9,9.7,6,,26.9,,,,,,,,,,
4/27/09,Digis,NA,NA,NA,39.8,8.2,10.6,5.8,,25.3,,,,,,,,,,
4/29/09,Demopolis,NA,NA,NA,41,7.5,9.5,6.5,,26,,,,,,,,,,
4/30/09,TP,NA,NA,NA,38.1,7.3,10.3,6.1,,25.4,,,,,,,,,,
4/30/09,CRESPI,NA,NA,NA,41.5,7,10,5.7,,25,,,,,,,,,,
5/2/09,Digis,NA,NA,NA,40.2,8.4,10.4,5.8,,25,,,,,,,,,,
5/5/09,IPSOS,NA,NA,NA,40,9,9.4,6.4,,26.5,,,,,,,,,,
5/7/09,TP,NA,NA,NA,37.4,7.7,9.8,5.6,,26.9,,,,,,,,,,
5/11/09,Digis,NA,NA,NA,40.1,8.2,9.5,6,,25,,,,,,,,,,
5/12/09,CRESPI,NA,NA,NA,41,7,10,6,,25.5,,,,,,,,,,
5/13/09,Demopolis,NA,NA,NA,40,7.5,10.5,6,,25.5,,,,,,,,,,
5/14/09,TP,NA,NA,NA,39.8,6.6,9.5,5.3,,26.5,,,,,,,,,,
5/15/09,DEMOS,NA,NA,NA,38.8,8.2,10.1,7.2,,25.7,,,,,,,,,,
5/18/09,Digis,NA,NA,NA,40.8,7.5,8.5,4.8,,26.1,,,,,,,,,,
5/19/09,LORIEN,NA,NA,NA,39.7,7.2,9.6,6.6,,27.4,,,,,,,,,,
5/20/09,ISPO,NA,NA,NA,38.5,8.5,9.5,6.5,,27,,,,,,,,,,
5/20/09,CRESPI,NA,NA,NA,40,7.2,10.3,6,,25.7,,,,,,,,,,
5/21/09,TP,NA,NA,NA,38.5,6.1,9.6,5.5,,26.2,,,,,,,,,,
5/21/09,Demopolis,NA,NA,NA,40,8,10,5.8,,26,,,,,,,,,,
6/7/09,EUROPEE 2009,NA,NA,NA,35.3,8,10.2,6.5,,26.1,,,,,,,,,,
9/5/09,Digis,NA,NA,NA,38,8.5,11.5,6,,25,,,,,,,,,,
10/19/09,Digis,NA,NA,NA,40,8.5,10,6,,28.5,,,,,,,,,,
10/26/09,IPSOS,NA,NA,NA,38.7,7.8,10,6.6,,30,,,,,,,,,,
11/9/09,IPSOS,NA,NA,NA,38.8,7.6,9.9,6.8,,30.2,,,,,,,,,,
11/11/09,Digis,NA,NA,NA,39.5,7.8,9.5,7.2,,29,,,,,,,,,,
11/13/09,EUROMEDIA,NA,NA,NA,38.5,7.3,9.8,7,,27.8,,,,,,,,,,
11/20/09,ISPO,NA,NA,NA,38.2,7.7,8.5,6.8,,27.9,,,,,,,,,,
11/23/09,IPSOS,NA,NA,NA,38.4,7.3,10.2,6.3,0.8,30.8,,,,,,,,,,
11/27/09,IPSOS,NA,NA,NA,38,7.4,10.3,6,1.1,30.5,,,,,,,,,,
11/30/09,Digis,NA,NA,NA,38.2,7,10.4,7.5,,29.1,,,,,,,,,,
12/14/09,IPSOS,NA,NA,NA,39.6,6.9,9.3,6.5,0.3,30,,,,,,,,,,
12/17/09,EUROMEDIA,NA,NA,NA,39.2,6.5,9.1,5.9,,29.5,,,,,,,,,,
12/21/09,Digis,NA,NA,NA,39.5,7,11,6,,29,,,,,,,,,,
1/11/10,Digis,NA,NA,NA,39,7.5,10,7,1,28.5,,,,,,,,,,
1/13/10,IPSOS,NA,NA,NA,39,7.2,9.8,6.2,0.7,29.3,,,,,,,,,,
1/25/10,Digis,NA,NA,NA,39,6.8,10.5,6.3,0.8,28.5,,,,,,,,,,
1/27/10,IPSOS,NA,NA,NA,38.5,6.8,10.2,6.2,0.8,29.5,,,,,,,,,,
2/1/10,IPR,NA,NA,NA,37.5,7,11,6.5,1,27,,,,,,,,,,
2/2/10,IPSOS,NA,NA,NA,38.2,6.6,10.5,5.7,0.7,29.7,,,,,,,,,,
2/2/10,Digis,NA,NA,NA,39.2,6.7,10.1,6.6,0.7,28.8,,,,,,,,,,
2/8/10,ISPO,NA,NA,NA,38,7.5,9,6.5,,27.5,,,,,,,,,,
2/8/10,Digis,NA,NA,NA,38.6,6.4,10.6,6.3,1,28.7,,,,,,,,,,
2/10/10,IPSOS,NA,NA,NA,38.1,7,10.5,5.9,0.8,29.5,,,,,,,,,,
2/14/10,SWG,NA,NA,NA,34,8.5,11.5,5,,28,,,,,,,,,,
3/1/10,DEMOS,NA,NA,NA,36.8,7.4,10.1,6.8,,28,,,,,,,,,,
3/5/10,TP,NA,NA,NA,36,6.9,11.1,6.6,1.3,28.1,,,,,,,,,,
4/26/10,Digis,NA,NA,NA,37,7.2,11.5,5.7,1,27.5,,,,,,,,,,
5/3/10,IPSOS,NA,NA,NA,35.1,8.8,11.9,5.1,,27,,,,,,,,,,
6/20/10,IPSOS,NA,NA,NA,34.2,8.2,12.5,5.4,1.5,26.1,,,,,,,,,,
7/19/10,LORIEN,NA,NA,NA,32.2,7.9,13.1,6.1,0.6,27.1,,,,,,,,,,
7/19/10,Digis,NA,NA,NA,34.7,7.3,11.6,6.6,2,28.2,,,,,,,,,,
7/20/10,IPSOS,NA,NA,NA,33,8,12,5.5,1.5,26,,,,,,,,,,
7/25/10,Demopolis,NA,NA,NA,33,7.5,13,7,,27,,,,,,,,,,
9/1/10,ISPO,NA,NA,NA,29.7,6.3,11.5,6.4,,26.7,1,,,,,,,,,
9/2/10,LORIEN,NA,NA,NA,29.9,6.9,14.1,6.3,,27,2.1,,,,,,,,,
9/6/10,Digis,NA,NA,NA,30.6,7.1,11.7,6,,26.9,1.3,,,,,,,,,
9/9/10,SWG,NA,NA,NA,27,6,12.5,5.5,,25,4,,,,,,,,,
9/13/10,IPSOS,NA,NA,NA,29.4,7.9,12.4,6.2,,25.7,2,,,,,,,,,
9/16/10,IPR,NA,NA,NA,30.5,5.1,11.7,7,,24.5,2.6,,,,,,,,,
9/30/10,ISPO,NA,NA,NA,29,6.4,12.9,5,,24.9,2,,,,,,,,,
10/1/10,IPR,NA,NA,NA,30,6,12,7,,25,2.5,,,,,,,,,
10/2/10,EUROMEDIA,NA,NA,NA,30.9,8.1,12.1,6.3,,24.7,1.7,,,,,,,,,
10/4/10,IPSOS,NA,NA,NA,29,7.3,12.1,5.8,,25,4,,,,,,,,,
10/14/10,EMG,NA,NA,NA,29.5,5.5,12.1,5.9,,26,2.6,,,,,,,,,
10/16/10,LORIEN,NA,NA,NA,28.5,7,13.4,6.5,,26.1,3,,,,,,,,,
10/21/10,EMG,NA,NA,NA,28.9,5.8,11.8,6.1,,26.4,2.5,,,,,,,,,
10/25/10,IPSOS,NA,NA,NA,29,8.3,11.3,6,,24.2,3.7,,,,,,,,,
10/25/10,EUROMEDIA,NA,NA,NA,30,7,12.7,6.2,,25.2,2.8,,,,,,,,,
10/28/10,EMG,NA,NA,NA,28.8,6.1,11.9,6.5,,25.7,2.4,,,,,,,,,
11/2/10,IPSOS,NA,NA,NA,28.3,8,11.8,6,,24.4,3.6,,,,,,,,,
11/2/10,IPR,NA,NA,NA,28.5,5.5,12,6.5,,26.5,2.5,,,,,,,,,
11/4/10,SWG,NA,NA,NA,24,5,13,4.5,,24.5,4.5,,,,,,,,,
11/4/10,ISPO,NA,NA,NA,27.9,6.4,12.5,6,,25.5,5.4,,,,,,,,,
11/4/10,EMG,NA,NA,NA,28.7,6,11.7,6.5,,25.9,2.2,,,,,,,,,
11/6/10,Digis,NA,NA,NA,27.7,6.7,12.3,6,,24.4,3,,,,,,,,,
11/8/10,IPSOS,NA,NA,NA,26.5,7.6,11.6,5.8,,23.4,4,,,,,,,,,
11/8/10,EUROMEDIA,NA,NA,NA,30,6.5,13,6.5,,25,2.5,,,,,,,,,
11/9/10,Demopolis,NA,NA,NA,27,7,13,6.7,,23.5,2.5,,,,,,,,,
11/11/10,ISPO,NA,NA,NA,26.5,6.3,11.8,5.8,,24.2,2.1,,,,,,,,,
11/11/10,EMG,NA,NA,NA,28.5,5.8,11.4,6.1,,25.9,2.7,,,,,,,,,
11/13/10,EUROMEDIA,NA,NA,NA,29,7,13,7,,24.5,2.5,,,,,,,,,
11/13/10,Digis,NA,NA,NA,26.9,6.5,12.3,6.1,,24.2,2.8,,,,,,,,,
11/15/10,IPSOS,NA,NA,NA,26.3,7.6,11.8,6.3,,23.3,3.3,,,,,,,,,
11/17/10,LORIEN,NA,NA,NA,27.1,7.9,12.3,6.2,,24.5,3.4,,,,,,,,,
11/18/10,IPR,NA,NA,NA,28.5,5,12.5,7,,26,2.5,,,,,,,,,
11/18/10,EMG,NA,NA,NA,27.8,5.9,12.2,6.2,,25.2,2.5,,,,,,,,,
11/22/10,IPSOS,NA,NA,NA,26.6,7.4,12.2,6.2,,23.8,2.8,,,,,,,,,
11/25/10,EMG,NA,NA,NA,28.5,5.6,11.9,6.5,,24.8,2.4,,,,,,,,,
11/26/10,EUROMEDIA,NA,NA,NA,29.1,6.6,12.6,6.2,,24.5,2.5,,,,,,,,,
11/29/10,IPSOS,NA,NA,NA,27.1,7.6,11.7,5.8,,23.6,2.5,,,,,,,,,
12/2/10,EMG,NA,NA,NA,28.2,5.2,11.7,6.9,,25,2.2,,,,,,,,,
12/6/10,IPSOS,NA,NA,NA,27.4,7.4,11.6,5.6,,24.1,2.4,,,,,,,,,
12/8/10,LORIEN,NA,NA,NA,28.2,7.6,12.7,6.8,,23,2.1,,,,,,,,,
12/9/10,ISPO,NA,NA,NA,27.6,6.3,12,5.3,,25,2.2,,,,,,,,,
12/9/10,IPR,NA,NA,NA,29,4.5,12,7.5,,26,1.5,,,,,,,,,
12/10/10,SWG,NA,NA,NA,26.5,5,11.5,4.5,,25,4,,,,,,,,,
12/10/10,COESIS,NA,NA,NA,29.5,6,10,6.5,,27,2,,,,,,,,,
12/11/10,EMG,NA,NA,NA,28.9,4.7,11.4,6.6,,25.3,2,,,,,,,,,
12/14/10,EUROMEDIA,NA,NA,NA,30.2,5.8,12.8,6.8,,25.2,2.5,,,,,,,,,
12/15/10,ISPO,NA,NA,NA,31.8,5.5,10.7,6.2,,24.6,3.1,,,,,,,,,
12/16/10,IPR,NA,NA,NA,29.5,5,12,6.5,,26,2,,,,,,,,,
12/16/10,Demopolis,NA,NA,NA,28.5,5,12.2,6.8,,25,2.5,,,,,,,,,
12/17/10,EMG,NA,NA,NA,30.3,5.1,11.4,6.2,,24.7,2.2,,,,,,,,,
12/20/10,Digis,NA,NA,NA,30.7,5.8,11.5,6.6,,25.1,2,,,,,,,,,
12/20/10,Demopolis,NA,NA,NA,28,5.5,12.5,7.3,,25,2.5,,,,,,,,,
1/9/11,CFI,NA,NA,NA,30,6,10.4,5,,26.2,1.8,,,,,,,,,
1/12/11,EMG,NA,NA,NA,30,6,11.2,6.3,,24.3,1.9,,,,,,,,,
1/15/11,IPR,NA,NA,NA,29.5,5,12,6.5,,26,2,,,,,,,,,
1/17/11,EMG,NA,NA,NA,30,6,11.2,6.3,1.1,24.3,1.9,,,,,,,,,
1/18/11,PIEPOLI,NA,NA,NA,31.5,5.5,10.5,6.5,,25,2,,,,,,,,,
1/18/11,LORIEN,NA,NA,NA,30.2,6,11.4,6.7,,24.8,3.4,,,,,,,,,
1/20/11,ISPO,NA,NA,NA,30.2,5.5,10.5,6.8,,24.5,1.8,,,,,,,,,
1/20/11,EMG,NA,NA,NA,28.6,5.9,10.9,7.1,,23.2,1.6,,,,,,,,,
1/21/11,IPSOS,NA,NA,NA,27,6.8,11.7,5.9,,25.3,2,,,,,,,,,
1/22/11,LORIEN,NA,NA,NA,30.2,6,11.4,6.7,0.8,24.8,2.6,,,,,,,,,
1/22/11,Digis,NA,NA,NA,29.4,6,11.9,6.6,,24.3,2.2,,,,,,,,,
1/23/11,SWG,NA,NA,NA,26.5,5,12,5.5,,24,3,,,,,,,,,
1/23/11,ISPO,NA,NA,NA,30.2,5.5,10.5,6.8,1,24.5,1.8,,,,,,,,,
1/23/11,CFI,NA,NA,NA,30.2,5,9.6,5.4,,30.1,0.9,,,,,,,,,
1/24/11,IPSOS,NA,NA,NA,30,5.6,10.6,6.9,,24.6,1.7,,,,,,,,,
1/24/11,EUROMEDIA,NA,NA,NA,32,6,12,6.5,,25,2,,,,,,,,,
1/24/11,EMG,NA,NA,NA,28.6,5.9,10.9,7.1,1.2,23.2,1.6,,,,,,,,,
1/25/11,SWG,NA,NA,NA,26.5,5,12,5.5,2,24,3,,,,,,,,,
1/25/11,ISPO,NA,NA,NA,30,5.6,10.6,6.9,1.1,24.6,1.7,,,,,,,,,
1/25/11,EUROMEDIA,NA,NA,NA,32,6,12,6.5,1.5,25,2,,,,,,,,,
1/26/11,IPSOS,NA,NA,NA,27,6.8,11.7,5.9,1.2,25.3,2,,,,,,,,,
1/27/11,LORIEN,NA,NA,NA,28.6,6.2,11.3,7.3,0.3,25.3,2.9,,,,,,,,,
1/27/11,CRESPI,NA,NA,NA,27,5.3,11,7.2,1.8,23,1.8,,,,,,,,,
1/28/11,Digis,NA,NA,NA,29.4,6,11.9,6.6,1.2,24.3,2.2,,,,,,,,,
1/31/11,EMG,NA,NA,NA,29.7,5.6,10.7,6.7,1.2,23.8,1.5,,,,,,,,,
1/31/11,CFI,NA,NA,NA,30,5.8,9.8,5.2,,29.6,,,,,,,,,,
2/1/11,PIEPOLI,NA,NA,NA,31.5,5,10.5,6.5,,25.5,2,,,,,,,,,
2/1/11,IPSOS,NA,NA,NA,27,6.5,11.8,6,1,25.5,2.2,,,,,,,,,
2/3/11,LORIEN,NA,NA,NA,28.6,6.2,11.3,7.3,0.3,25.3,2.9,,,,,,,,,
2/3/11,IPR,NA,NA,NA,29.5,5.5,12,6.3,1.7,25.5,1,,,,,,,,,
2/5/11,IPR,NA,NA,NA,29.5,5.5,12,6.5,1.7,25.5,1,,,,,,,,,
2/7/11,EMG,NA,NA,NA,30.2,5.3,11.1,6.5,1,24.7,1.2,,,,,,,,,
2/7/11,CFI,NA,NA,NA,30.8,5.2,9,5.7,,30.4,0.9,,,,,,,,,
2/8/11,IPSOS,NA,NA,NA,27.6,6.8,11.5,5.8,1.1,25.8,2.4,,,,,,,,,
2/9/11,PIEPOLI,NA,NA,NA,31.5,5,10.5,6.5,,26,2,,,,,,,,,
2/12/11,IPR,NA,NA,NA,29.5,5,12,6.5,,25.5,1.5,,,,,,,,,
2/12/11,FULLRESEARCH,NA,NA,NA,28.7,5.3,10.5,6.5,1.6,24.3,2.5,,,,,,,,,
2/14/11,EMG,NA,NA,NA,30.3,5.1,11.4,6.2,1.1,25.3,1.6,,,,,,,,,
2/14/11,DEMOS,NA,NA,NA,27.2,5.9,11.8,7.1,,24.3,3.6,,,,,,,,,
2/15/11,IPSOS,NA,NA,NA,27.9,6.6,11.3,6,1,26,2.4,,,,,,,,,
2/15/11,CFI,NA,NA,NA,31,4.4,9.3,5.3,,30.6,1.6,,,,,,,,,
2/16/11,LORIEN,NA,NA,NA,30,5.7,11.1,7.1,0.5,24.7,2.5,,,,,,,,,
2/16/11,FULLRESEARCH,NA,NA,NA,28,5.4,10,6.5,1.5,25,2.5,,,,,,,,,
2/17/11,Digis,NA,NA,NA,28.6,6,11.4,6.3,1.5,24.4,2,,,,,,,,,
2/18/11,Demopolis,NA,NA,NA,27.5,5.9,11.3,6.9,1.4,24.5,2.1,,,,,,,,,
2/19/11,IPR,NA,NA,NA,29,5.5,11.5,6.5,,26,1.5,,,,,,,,,
2/21/11,EMG,NA,NA,NA,29.9,5.6,10.8,6.7,1.1,26.1,1.6,,,,,,,,,
2/21/11,CFI,NA,NA,NA,30.8,5.3,9.2,6,,30.3,1.7,,,,,,,,,
2/22/11,IPSOS,NA,NA,NA,28.4,6.5,11,5.8,0.9,26.7,2.6,,,,,,,,,
2/23/11,ISPO,NA,NA,NA,30.6,5.2,9.9,5.4,1.3,25.8,1.7,,,,,,,,,
2/24/11,SWG,NA,NA,NA,26.5,6,12,6,2,24.5,3.5,,,,,,,,,
2/24/11,EUROMEDIA,NA,NA,NA,30.2,6.1,12,6.5,1.4,25.9,1.4,,,,,,,,,
2/28/11,EMG,NA,NA,NA,30.1,5.9,10.9,6.3,1.2,25.9,1.8,,,,,,,,,
2/28/11,Digis,NA,NA,NA,27.8,6,11.8,6.5,1.8,24.5,2,,,,,,,,,
3/1/11,IPSOS,NA,NA,NA,29.2,6.3,10.8,6,1,27.1,2.7,,,,,,,,,
3/1/11,CRESPI,NA,NA,NA,27,5.2,10,6.8,2,24.4,1.8,,,,,,,,,
